ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date SalePrice starts","Date SalePrice ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","SalePrice","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _wp_old_date","Meta: avada_post_views_count","Meta: avada_today_post_views_count","Meta: avada_post_views_count_today_date","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Meta: _wxr_import_user_slug","Meta: fusion_demo_import"
490,simple,r2,"Mirror Shine - Ceramic Car Wax Spray & Sealant for Showroom Shine",1,0,visible,,,,,none,,1,,,0,0,1.1,8,2.5,2.5,0,,,24.03,Automotive,,,,,,,,,,,,0,Manufacturer,"Torque Detail",1,1,Brand,"Torque Detail",1,1,2022-04-10,61,1,03-08-2023,,,,,,,,,,,,,,,,,,,,
491,simple,r3,"Multi-Purpose Rubberized Roofing and Waterproofing Tape Stops Leaks ! - Roof RV Camper Awning Tarp Boat Repair - White 4in x 50 ft",1,0,visible,,,,,none,,1,,,0,0,3.94,6.7,4.1,6.6,0,,,33.99,Automotive,,,,,,,,,,,,0,Manufacturer,"Chase Corporation",1,1,Size,"4 inches x 50 feet",1,1,2022-04-10,29,1,03-08-2023,Color,White,1,1,"Uv protection",Yes,1,1,"Battery included",No,1,1,"Battery required",No,1,1,,,,
492,simple,r4,"COATS TIRE MACHINE /CHANGER AIR VALVE",1,0,visible,,"NOTE: COATS MACHINES CAME WITH TWO DIFFERENT STYLE FOOT PEDAL AIR CONTROL VALVES. SOME HAD INTERNAL CENTERING SPRINGS AND SOME DID NOT. THIS LISTING IS FOR THE VALVE WITHOUT ANY CENTERING SPRING. PLEASE READ BELOW TO ASSIST IN DETERMINING IF YOU HAVE A SPRUNG OR NON SPRUNG VALVE BEFORE ORDERING. STEP 1 -REMOVE THE BAD VALVE FROM THE MACHINE STEP 2 -PULL THE PLUNGER IN AND OUT OF THE BODY OF THE VALVE. -IF IT MOVES FREELY WITHOUT RESISTANCE THEN YOU HAVE A NON SPRING VALVE AND THE VALVE IN THIS LISTING WILL WORK.",,,none,,1,,,0,0,1,,,,0,,,77.99,Automotive,,,https://sentda.com/wp-content/uploads/2022/04/61SefTQhAKL._AC_SL1200_.jpg,,,,,,,,,0,Manufacturer,Imported,1,1,,,,,2022-04-10,46,1,09-08-2023,,,,,,,,,,,,,,,,,,,,
493,simple,r5,"NOCO Boost Pro GB150 3000 Amp 12-Volt UltraSafe Lithium Jump Starter Box",1,0,visible,,"The GB150 is an ultra-portable, lightweight, and compact portable lithium car battery jump starter pack for 12-volt batteries. With it, you can safely jump start a dead battery in seconds - up to 80 times on a single charge. It's a mistake-proof portable car battery jump starter battery booster pack, making it safe for anyone to use and features spark-proof technology, as well as reverse polarity protection. The GB70 portable car battery jump starter integrates with a high-output 500 lumen LED flashlight with 7 light modes. Including low, medium, high, flashing, strobe, and emergency SOS. It can hold its charge for up to one year without being recharged. Its internal battery can be used to recharge any personal mobile devices like smartphones, tablets, or any other USB device, can be recharged by any powered USB port. It's rated at 3000-amps, and suitable for use on gasoline and diesel engines up to 10 Liters, such as a car, boat, truck, and more. Included is the GB150 battery booster jump starter pack, heavy-duty battery clamps, XGC male and female connectors, XGC cable, USB charging cable, microfiber storage bag, a 1-year limited , and lifetime customer support. Other commonly used search terms: car jump starter, jump starter for cars, jump starter car, jump starter, jump starter battery, battery jump starter, jump starter portable, car jump starter battery, portable jump starter, car battery jump starter, portable car battery jump starter, car jump starter portable, portable car jump starter, portable jump starter for car, battery booster, car battery charger jump starter, jump starter pack, booster pack, jump starter battery pack, battery jump starter portable, jump starter noco, jump starter cable, battery booster jump starter pack, jump starter lithium, jump starter power pack, battery booster pack, best jump starter battery pack, jump starter battery charger, jump starter power bank, lithium jump starter, portable battery jump starter, jump starter kit, power pack jump starter, jump starter mini, best portable battery jump starter, auto battery charger jump starter, jump starter battery booster, jump starter box, 12v jump starter, battery booster jump starter, auto jump starter portable, motorcycle battery jump starter, motorcycle jump starter portable, best portable car jump starter, power bank car jump starter, jump starter for trucks, jump starter power station, jump starter cigarette lighter, battery booster box, car battery jump starter portable, marine battery jump starter, portable motorcycle jump starter, power bank jump starter, jump starter charger, automotive jump starter, car jump starter power bank, lithium battery jump starter, lithium ion jump starter, jump starter for motorcycle, jump starter heavy duty, car jump starter cable, battery booster cables, truck jump starter, motorcycle jump starter, diesel jump starter, boat jump starter, best jump starter, pocket jumper car jump starter, vehicle jump starter power pack, booster pack for car, auto battery jump starter, 24v jump starter, emergency jump starter for car, lithium car jump starter, compact jump starter, diesel battery jump starter, automotive battery jump starter, emergency battery jump starter, power jump starter portable, heavy duty jump starter, pocket jump starter, auto jump starter, battery charger jump starter, 12v battery jump starter, 2000 amp jump starter, portable battery booster jump starter, jump starter and portable power bank, jump starter 1200 amp, jump starter portable power bank, portable jump starter power bank, battery booster portable, boost jump starter, portable power jump starter, 1000 amp jump starter, car battery pack jump starter, car battery booster jump starter, car jump starters, portable jump starters, best car jump starter, portable power pack jump starter, best portable jump starter, marine jump starter, multi function jump starter, emergency car battery jump starter, vehicle jump starter, car jump starter pack, portable jump starter for motorcycle, portable jump starter motorcycle, 1000a jump starter, 1200 amp jump starter, portable vehicle jump starter, mini jump starter, truck battery jump starter, portable charger jump starter, portable motorcycle battery jump starter, battery starter jump, 12 volt jump starter, jump starter with usb, jump starter diesel, jump starter usb, usb jump starter, rechargeable car battery jump starter, power station jump starter, auto jump starter battery pack, 800 amp jump starter, jump starter 600a, portable car jump starter charger, 3000 amp jump starter, booster charger jump starter, 800a jump starter, 2000a jump starter, 12 v jump starter, amp jump starter, battery charger car jump starter, emergency jump starter, micro jump starter, car charger jump starter, car jump starter 1000 amp, car jump starter cigarette lighter, battery jump starter noco, booster pack jump starter, mini jump starter power pack, jumping starter for cars, compact car jump starter, handheld jump starter, jump starter for car battery, boost pack jump starter, portable emergency jump starter, compact battery jump starter, jump starter power supply, 24 volt jump starter, high power jump starter, jump starter 1000a, mini car jump starter, automobile battery jump starter, 600 amp jump starter, 1500 amp jump starter, mobile jump starter for car, small jump starter, portable jump starter 2000 amp, portable charger car jump starter, small car battery jump starter, lithium ion car jump starter, powerbank car jump starter, commercial jump starter, li ion jump starter, jump starter 800a, mini portable car jump starter, jump starter 2000 amp, booster jump starter, mini battery jump starter, power jump starter, car jump starter with usb, car jump starter 12v, top rated portable jump starter, 12v car jump starter, booster pack 12 volt, battery bank jump starter, car jump starter 1000a, portable power bank jump starter, 12v jump starter power bank, dead battery jump starter, jump starter usb charger, v8 jump starter, jump starter v8, rechargeable jump starter, best battery jump starter, lithium ion battery jump starter, 1000amp jump starter, motorcycle battery booster, 3000 jump starter, portable truck jump starter, truck jump starter portable, battery pack and jump starter, mini portable jump starter, auto battery jump starter portable, mobile jump starter.",,,none,,1,,,0,0,7.5,16.85,4.02,9.21,0,,,244.44,Automotive,,,https://sentda.com/wp-content/uploads/2022/04/81QyO-qeDyL._AC_SL1500_.jpg,,,,,,,,,0,Manufacturer,NOCAR,1,1,Brand,NOCO,1,1,2022-04-10,118,1,03-08-2023,"Vehicle service type","Passenger Car",1,1,Amperage,"3000 Amps",1,1,Voltage,"12 Volts",1,1,,,,,,,,
494,simple,r6,"2-Pack Cute Baby Yoda on Board 4x4 Vinyl Decal Stickers",1,0,visible,,"""100% high quality vinyl stickers Baby Yoda on Board pack of 2. Each decal 5 inches by 5 inches in size""",,,none,,1,,,0,0,0.246,4.21,0.08,4.21,0,,,4.44,Automotive,,,https://sentda.com/wp-content/uploads/2022/04/71F3Q1FfIRL._AC_SL1500_.jpg,,,,,,,,,0,,,,,,,,,2022-04-10,45,1,08-08-2023,,,,,,,,,,,,,,,,,,,,
495,simple,r7,"Cadet 4000-Watt Portable Electric Garage Heater with Thermostat",1,0,visible,,"4000W 240V, RCP402S ""the hot one"" garage and shop heater. Requires a 20 amp receptacle for use.",,,none,,1,,,0,0,,8.25,15.75,17.5,0,,,200.44,"Home &amp; Kitchen",,,https://sentda.com/wp-content/uploads/2022/04/51TzU8BH0yL.jpg,,,,,,,,,0,Manufacturer,Cadet,1,1,,,,,2022-04-10,45,1,03-08-2023,,,,,,,,,,,,,,,,,,,,
496,simple,r8,"Corvette 7 Generations Stone Tile Coaster Light",1,0,visible,,"You will love this rugged-looking stone coaster featuring Corvette C1 through 7th Generation Emblems. 4""x4"", sold separately.Corvette Central #: 102888",,,none,,1,,,0,0,6.4,,,,0,,,7.77,"Home &amp; Kitchen",,,https://sentda.com/wp-content/uploads/2022/04/71-OBuUuj3L._AC_SL1500_.jpg,,,,,,,,,0,Manufacturer,"CORVETTE CENTRAL",1,1,,,,,2022-04-10,38,2,03-08-2023,,,,,,,,,,,,,,,,,,,,
497,simple,r9,"Silicone Basting Pastry Brush Spread Oil Butter Sauce Marinades for BBQ Grill Baking Kitchen Cooking",1,0,visible,,"Item Package Quantity:4There are some troubles you may experience when using nylon bristle brushes, paint brush type of brushes or detachable silicone brushes.  Â·Hairs come off in food.  Â·Always get gunky.  Â·Hard to clean.  Â·Leftover liquids linger on the brush.  Â·The handle separates from the brush.    Our silicone basting brushes have none of those disadvantages. Conversely, they have many good features.   âThe silicone basting brushes are food grade and healthy for using.  âThe basting brushes are able to withstand temperature up to 446Â°F.  âThe basting brushes won't melt, discolored, or shrink.  âHole in the handle allows you to hang it for easy access.  âOne-piece design avoids shedding of bristles or head falling off.  âThe flexible silicone bristles help you baste food evenly and effortlessly.  âSoft bristles smoothly glide over the food surface without deflating the food.  âA perfect amount of bristles hold basting sauce well.  âMost of marinade can be distributed onto the food and therefore no waste.  âClean up is a breeze since the basting brush is dishwasher safe.  âThe basting brushes dry fast with no residue, making them more hygienic.  âThe green basting brush with longer handle can keep your hands away from heat.  âYou can use different colors for different tasks. No worry about cross-contamination.  âThey come in a set of 4 so thereâs always a clean one ready. You can even give the extras to friends.  âThey are packaged in a nice drawstring bag that could be given as a gift.  âThe brushes have multiple uses: basting food with marinades, applying melted butter over rolls, icing pastries, egg washing baked goods, slathering sauce on BBQ and more.   You wonât find another basting brush with same quality at this competitive price. Donât miss such a great pack of 4 silicone basting brushes. Give it a try! You will find it amazing!",,,none,,1,,,0,0,6.4,11.77,1.85,4.41,0,,,5.22,"Home &amp; Kitchen",,,https://sentda.com/wp-content/uploads/2022/04/61U-Lls-nGL._AC_SL1500_.jpg,,,,,,,,,0,Manufacturer,SUSANIA,1,1,,,,,2022-04-10,42,1,03-08-2023,,,,,,,,,,,,,,,,,,,,
498,simple,r10,"Bunn 36725-0000 Lever Action Airpot - 3.8 Liter Capacity, 17-5/8""H",1,0,visible,,"Bunn 36725-0000 Lever Action Airpot - 3.8 Liter Capacity, 17-5/8""H",,,none,,1,,,0,0,,,,,0,,,39.99,"Home &amp; Kitchen",,,https://sentda.com/wp-content/uploads/2022/04/31MUXgNs7HL.jpg,,,,,,,,,0,Manufacturer,"BUNNOMATIC CORPORATION",1,1,,,,,2022-04-10,39,1,03-08-2023,,,,,,,,,,,,,,,,,,,,
499,simple,r11,"Stella Artois Chalice Bottle Opener",1,0,visible,,"Stella Artois Bottle Opener",,,none,,1,,,0,0,,,,,0,,,13.99,"Home &amp; Kitchen",,,https://sentda.com/wp-content/uploads/2022/04/31B-LymRvL._AC_.jpg,,,,,,,,,0,,,,,,,,,2022-04-10,50,1,03-08-2023,,,,,,,,,,,,,,,,,,,,
